Hour of Day,Users,Sessions,Total Events
2016121604,24,24,1252
2016121605,43,40,2121
2016121606,86,84,4535
2016121607,125,124,6431
2016121608,256,241,18675
2016121609,273,251,18256
2016121610,224,205,15361
2016121611,211,185,12653
2016121612,192,181,12347
2016121613,174,155,10138
2016121614,177,157,10959
2016121615,173,166,9797
2016121616,234,220,14476
2016121617,191,170,9378
2016121618,134,123,5592
2016121619,93,88,4084
2016121620,60,52,2417
2016121621,79,76,3946
2016121622,63,60,2278
2016121623,38,34,1455
2016121700,30,30,1610
2016121701,18,15,878
2016121702,9,9,597
2016121703,7,7,230
2016121704,13,11,418
2016121705,13,13,479
2016121706,40,38,1927
2016121707,62,62,3255
2016121708,128,121,6851
2016121709,134,116,7821
2016121710,133,121,8237
2016121711,106,101,7536
2016121712,80,71,3409
2016121713,89,84,5320
2016121714,65,58,3704
2016121715,56,52,4351
2016121716,73,65,3763
2016121717,47,41,3841
2016121718,52,51,2074
2016121719,37,33,1064
2016121720,34,33,1167
2016121721,30,28,1337
2016121722,28,28,508
2016121723,26,22,694
2016121800,17,17,335
2016121801,11,9,195
2016121802,7,6,140
2016121803,2,2,6
2016121804,2,2,73
2016121805,10,10,748
2016121806,29,28,1522
2016121807,45,39,1657
2016121808,61,57,3791
2016121809,86,79,4377
2016121810,91,86,6481
2016121811,65,60,4319
2016121812,56,52,2434
2016121813,41,37,2923
2016121814,40,39,2102
2016121815,49,46,3463
2016121816,55,51,2457
2016121817,47,45,2208
2016121818,44,39,1905
2016121819,29,29,1228
2016121820,35,33,1547
2016121821,18,19,425
2016121822,22,18,764
2016121823,17,15,519
2016121900,16,16,639
2016121901,6,6,321
2016121902,2,2,157
2016121903,5,5,73
2016121904,4,4,23
2016121905,10,10,177
2016121906,23,18,1028
2016121907,66,65,3370
2016121908,121,110,7271
2016121909,118,108,7083
2016121910,188,175,10194
2016121911,136,123,6944
2016121912,145,136,7611
2016121913,128,114,7421
2016121914,112,105,5017
2016121915,121,110,4825
2016121916,119,106,5415
2016121917,66,58,2655
2016121918,56,50,1380
2016121919,40,41,844
2016121920,32,28,778
2016121921,23,23,933
2016121922,35,35,742
2016121923,28,28,589
2016122000,13,13,189
2016122001,9,9,72
2016122002,4,4,62
2016122003,6,6,207
2016122004,4,4,32
2016122005,12,12,510
2016122006,27,27,1273
2016122007,65,63,2825
2016122008,112,107,7291
2016122009,157,145,9622
2016122010,118,107,5613
2016122011,97,91,5742
2016122012,102,93,6376
2016122013,86,82,6111
2016122014,83,78,4609
2016122015,104,95,4937
2016122016,104,93,5243
2016122017,84,80,3837
2016122018,47,41,1409
2016122019,47,41,1683
2016122020,44,41,1352
2016122021,30,27,1220
2016122022,23,23,575
2016122023,19,19,630
2016122100,9,9,527
2016122101,9,6,326
2016122102,7,7,313
2016122103,9,9,379
2016122104,6,6,396
2016122105,24,23,963
2016122106,39,38,1638
2016122107,88,86,4891
2016122108,104,95,5638
2016122109,55,44,803
2016122110,79,77,3651
2016122111,140,136,8847
2016122112,102,99,4199
2016122113,106,101,4129
2016122114,91,85,4304
2016122115,106,99,5465
2016122116,117,110,6486
2016122117,76,72,3012
2016122118,45,38,2052
2016122119,43,39,1967
2016122120,32,26,1478
2016122121,26,23,712
2016122122,29,29,1270
2016122123,21,18,1466
2016122200,10,10,514
2016122201,10,10,876
2016122202,6,6,505
2016122203,7,5,336
2016122204,4,4,68
2016122205,10,10,577
2016122206,33,33,919
2016122207,66,63,3466
2016122208,114,105,5130
2016122209,139,130,8253
2016122210,116,105,6312
2016122211,93,84,4278
2016122212,91,84,3640
2016122213,100,95,5976
2016122214,97,88,5794
2016122215,95,89,5370
2016122216,73,66,5104
2016122217,65,62,2901
2016122218,45,41,1755
2016122219,43,40,1741
2016122220,43,39,1178
2016122221,34,32,1262
2016122222,43,37,1919
2016122223,28,23,716
2016122300,24,24,561
2016122301,9,7,190
2016122302,17,16,549
2016122303,9,7,315
2016122304,17,15,766
2016122305,29,27,2098
2016122306,84,84,4231
2016122307,184,172,10864
2016122308,330,311,21044
2016122309,409,379,30465
2016122310,427,393,29440
2016122311,410,373,30547
2016122312,384,342,26046
2016122313,320,286,21397
2016122314,354,323,23582
2016122315,350,315,24995
2016122316,385,352,26398
2016122317,336,292,21194
2016122318,140,116,5583
2016122319,169,153,9616
2016122320,138,129,6866
2016122321,136,129,9410
2016122322,128,114,6405
2016122323,83,74,3510
2016122400,43,43,2462
2016122401,21,18,874
2016122402,19,19,765
2016122403,23,21,2647
2016122404,17,16,1299
2016122405,28,26,879
2016122406,73,71,3545
2016122407,110,101,6718
2016122408,309,297,21328
2016122409,263,241,17479
2016122410,296,268,22109
2016122411,225,200,15333
2016122412,192,174,10899
2016122413,151,136,9517
2016122414,141,124,6725
2016122415,134,123,7729
2016122416,122,116,8041
2016122417,83,78,4361
2016122418,77,73,3311
2016122419,78,69,4138
2016122420,69,66,3851
2016122421,60,55,2887
2016122422,40,37,1493
2016122423,32,30,2037
2016122500,34,34,1562
2016122501,13,11,454
2016122502,15,15,307
2016122503,2,2,291
2016122504,6,6,496
2016122505,15,15,574
2016122506,22,21,753
2016122507,46,44,2199
2016122508,97,95,6244
2016122509,124,117,8399
2016122510,118,105,6531
2016122511,101,94,5582
2016122512,89,83,5724
2016122513,69,63,4172
2016122514,62,60,3588
2016122515,72,68,4327
2016122516,76,71,5050
2016122517,41,39,2118
2016122518,41,40,935
2016122519,45,43,1538
2016122520,49,44,1984
2016122521,43,41,1161
2016122522,41,43,1413
2016122523,28,27,705
2016122600,19,19,526
2016122601,12,12,526
2016122602,11,11,315
2016122603,5,5,645
2016122604,6,6,354
2016122605,11,10,734
2016122606,22,21,971
2016122607,51,49,2404
2016122608,107,100,6419
2016122609,145,136,8343
2016122610,160,146,8280
2016122611,123,108,7509
2016122612,82,72,4200
2016122613,66,62,3100
2016122614,78,71,4720
2016122615,89,82,5742
2016122616,84,74,5658
2016122617,86,82,3411
2016122618,62,54,2941
2016122619,47,43,1992
2016122620,61,62,2392
2016122621,38,33,1369
2016122622,33,33,1635
2016122623,41,40,1987
2016122700,15,16,571
2016122701,6,6,605
2016122702,7,6,168
2016122703,7,6,258
2016122704,5,5,660
2016122705,9,6,178
2016122706,29,28,1167
2016122707,106,101,5034
2016122708,162,145,9819
2016122709,169,161,10889
2016122710,151,133,7642
2016122711,129,116,9480
2016122712,130,119,8738
2016122713,138,124,6802
2016122714,114,105,5322
2016122715,96,90,4909
2016122716,106,96,5950
2016122717,90,82,4161
2016122718,49,45,2963
2016122719,30,29,1036
2016122720,43,39,1603
2016122721,44,40,1391
2016122722,35,34,1036
2016122723,30,27,1186
2016122800,6,6,73
2016122801,13,13,418
2016122802,10,10,104
2016122803,9,7,119
2016122804,5,5,170
2016122805,15,13,239
2016122806,34,32,1385
2016122807,47,44,1877
2016122808,128,122,8562
2016122809,142,129,7674
2016122810,132,121,7224
2016122811,101,93,4285
2016122812,83,73,3992
2016122813,67,66,3903
2016122814,68,66,2859
2016122815,84,85,3781
2016122816,73,68,3930
2016122817,56,52,2475
2016122818,57,52,2158
2016122819,41,39,1347
2016122820,35,35,1414
2016122821,40,38,1091
2016122822,18,18,589
2016122823,15,13,319
2016122900,9,9,665
2016122901,7,7,77
2016122902,6,6,272
2016122903,6,5,57
2016122904,9,6,62
2016122905,6,6,360
2016122906,21,21,346
2016122907,39,38,2216
2016122908,84,79,4951
2016122909,111,106,6559
2016122910,86,82,3097
2016122911,85,79,3595
2016122912,68,58,3769
2016122913,82,78,4423
2016122914,71,68,3214
2016122915,69,62,3001
2016122916,68,63,2892
2016122917,65,60,3616
2016122918,46,43,1776
2016122919,33,32,1806
2016122920,44,44,1293
2016122921,39,37,997
2016122922,29,28,1254
2016122923,13,11,224
2016123000,11,11,186
2016123001,4,4,213
2016123002,4,4,130
2016123003,6,6,409
2016123004,9,9,252
2016123005,16,16,281
2016123006,23,23,667
2016123007,40,38,1509
2016123008,72,66,4859
2016123009,96,94,6499
2016123010,88,80,4090
2016123011,83,76,3137
2016123012,96,90,5081
2016123013,72,72,3862
2016123014,83,73,4306
2016123015,84,83,4971
2016123016,72,65,3680
2016123017,57,52,3840
2016123018,50,46,2130
2016123019,45,44,1223
2016123020,34,35,1713
2016123021,26,24,1153
2016123022,27,26,1000
2016123023,17,13,544
2016123100,13,13,650
2016123101,9,7,602
2016123102,4,2,97
2016123103,6,6,214
2016123104,2,1,231
2016123105,11,11,373
2016123106,21,21,527
2016123107,37,37,1872
2016123108,69,67,4151
2016123109,90,85,5053
2016123110,86,82,4468
2016123111,80,72,4272
2016123112,43,40,1598
2016123113,67,66,3334
2016123114,62,61,2987
2016123115,61,57,4234
2016123116,58,51,3808
2016123117,78,74,5258
2016123118,46,38,2063
2016123119,44,40,2710
2016123120,32,28,1321
2016123121,38,35,2237
2016123122,30,29,1592
2016123123,28,29,1256
2017010100,17,17,1000
2017010101,19,19,1214
2017010102,10,10,930
2017010103,7,7,191
2017010104,10,10,832
2017010105,13,12,1494
2017010106,23,22,1068
2017010107,24,22,1150
2017010108,86,85,5157
2017010109,114,101,8032
2017010110,136,130,8889
2017010111,133,122,9399
2017010112,116,110,7578
2017010113,127,116,11004
2017010114,150,139,8795
2017010115,139,121,10866
2017010116,130,122,8942
2017010117,151,139,10146
2017010118,136,123,8090
2017010119,133,123,7599
2017010120,135,132,8039
2017010121,161,152,7868
2017010122,230,214,11044
2017010123,151,141,6604
2017010200,91,91,3393
2017010201,54,46,2417
2017010202,27,23,1297
2017010203,34,29,1886
2017010204,29,28,818
2017010205,41,34,1304
2017010206,100,97,3920
2017010207,214,212,10810
2017010208,414,388,27187
2017010209,508,466,35472
2017010210,475,447,29203
2017010211,438,403,31660
2017010212,370,331,24821
2017010213,402,368,27647
2017010214,370,325,26261
2017010215,368,343,14960
2017010216,353,330,14585
2017010217,367,328,20382
2017010218,283,246,19751
2017010219,275,247,15477
2017010220,251,233,13965
2017010221,223,202,13538
2017010222,150,140,9066
2017010223,112,101,5545
2017010300,80,80,4294
2017010301,39,35,3295
2017010302,23,18,1908
2017010303,21,19,1098
2017010304,29,28,1640
2017010305,60,58,2738
2017010306,123,119,7484
2017010307,230,227,14751
2017010308,443,421,33570
2017010309,499,460,35375
2017010310,477,440,33475
2017010311,452,419,31425
2017010312,391,352,27104
2017010313,354,317,25384
2017010314,351,321,22720
2017010315,416,385,30612
2017010316,451,420,32093
2017010317,424,381,32791
2017010318,295,248,19622
2017010319,225,209,11851
2017010320,205,186,13489
2017010321,207,197,16707
2017010322,170,153,9398
2017010323,125,112,8615
2017010400,69,71,4307
2017010401,39,34,2151
2017010402,34,32,3130
2017010403,41,41,1484
2017010404,44,43,2959
2017010405,71,68,4354
2017010406,128,123,8513
2017010407,250,233,17393
2017010408,527,496,45916
2017010409,697,633,50861
2017010410,613,539,44590
2017010411,593,529,44048
2017010412,496,438,38350
2017010413,460,418,35502
2017010414,532,488,39413
2017010415,502,443,36782
2017010416,518,455,40390
2017010417,490,442,38519
2017010418,335,291,21600
2017010419,228,201,13374
2017010420,247,231,15714
2017010421,246,217,16748
2017010422,186,166,11772
2017010423,175,167,12068
2017010500,88,90,7257
2017010501,61,52,3549
2017010502,35,32,2679
2017010503,34,32,1444
2017010504,45,41,2369
2017010505,93,93,5659
2017010506,183,164,10651
2017010507,341,325,21443
2017010508,505,468,37859
2017010509,603,561,42282
2017010510,507,462,34938
2017010511,465,438,29097
2017010512,390,350,26737
2017010513,367,335,20927
2017010514,328,308,21155
2017010515,303,274,20259
2017010516,279,259,17915
2017010517,262,242,16911
2017010518,190,174,7751
2017010519,141,135,6823
2017010520,140,132,7382
2017010521,104,99,4138
2017010522,85,82,3680
2017010523,52,50,1567
2017010600,29,29,1204
2017010601,22,18,827
2017010602,10,9,442
2017010603,7,7,191
2017010604,16,16,956
2017010605,27,26,879
2017010606,68,65,2375
2017010607,167,164,7972
2017010608,304,286,17001
2017010609,393,364,22554
2017010610,314,280,17502
2017010611,233,217,13367
2017010612,209,190,11944
2017010613,191,181,9007
2017010614,167,152,9262
2017010615,206,201,10752
2017010616,214,203,8841
2017010617,168,151,7266
2017010618,129,123,6180
2017010619,77,72,2775
2017010620,86,83,3584
2017010621,69,65,2752
2017010622,68,66,2176
2017010623,50,50,2036
2017010700,35,35,1761
2017010701,29,28,1142
2017010702,12,9,331
2017010703,12,12,335
2017010704,16,16,745
2017010705,33,32,1795
2017010706,65,63,3933
2017010707,158,156,10491
2017010708,330,311,24716
2017010709,539,502,48204
2017010710,475,418,40152
2017010711,459,415,34754
2017010712,384,339,29756
2017010713,382,356,30581
2017010714,363,331,25199
2017010715,351,330,23228
2017010716,369,335,27234
2017010717,312,292,20667
2017010718,247,223,13219
2017010719,191,172,9790
2017010720,174,161,8361
2017010721,145,136,6438
2017010722,147,134,6922
2017010723,100,95,4080
2017010800,65,65,2812
2017010801,46,41,2297
2017010802,33,30,2349
2017010803,24,23,1145
2017010804,28,24,1240
2017010805,51,49,2057
2017010806,80,73,5342
2017010807,170,163,7333
2017010808,398,379,25593
2017010809,457,432,30262
2017010810,501,459,38360
2017010811,477,432,30576
2017010812,479,438,30868
2017010813,415,379,28638
2017010814,423,386,29935
2017010815,384,336,23073
2017010816,399,368,27271
2017010817,379,341,21528
2017010818,287,264,12561
2017010819,281,263,11548
2017010820,264,233,13260
2017010821,246,233,12715
2017010822,217,196,10736
2017010823,149,141,7566
2017010900,83,85,4224
2017010901,43,37,1880
2017010902,33,30,1631
2017010903,32,29,1656
2017010904,60,61,3762
2017010905,71,72,4034
2017010906,181,179,10360
2017010907,413,402,18794
2017010908,599,563,48828
2017010909,692,617,48376
2017010910,634,587,42986
2017010911,548,493,42245
2017010912,511,464,34004
2017010913,427,397,27287
2017010914,398,370,27594
2017010915,404,360,25594
2017010916,406,369,25324
2017010917,379,352,26444
2017010918,250,222,14501
2017010919,208,196,11767
2017010920,225,211,11741
2017010921,170,155,10198
2017010922,179,174,14387
2017010923,113,107,6302
2017011000,88,88,4720
2017011001,45,39,2934
2017011002,39,34,3077
2017011003,41,39,1975
2017011004,52,46,2719
2017011005,80,78,3618
2017011006,188,179,8471
2017011007,385,378,22630
2017011008,605,572,46558
2017011009,722,641,55272
2017011010,801,736,62762
2017011011,746,670,54760
2017011012,698,634,49817
2017011013,755,703,56037
2017011014,766,695,55292
2017011015,715,639,51597
2017011016,782,692,62015
2017011017,655,577,46704
2017011018,415,373,27131
2017011019,334,312,19784
2017011020,340,312,18732
2017011021,330,313,22056
2017011022,287,258,17691
2017011023,250,227,14478
2017011100,145,145,8228
2017011101,71,67,4334
2017011102,63,51,4081
2017011103,54,47,2969
2017011104,55,49,3333
2017011105,121,116,7957
2017011106,225,214,11723
2017011107,451,431,27637
2017011108,761,709,63814
2017011109,822,706,60847
2017011110,768,693,59629
2017011111,756,677,56201
2017011112,723,654,51655
2017011113,648,569,45097
2017011114,599,552,40517
2017011115,595,539,42732
2017011116,486,436,34674
2017011117,437,416,25499
2017011118,290,262,16248
2017011119,220,205,13343
2017011120,229,214,10540
2017011121,160,149,8313
2017011122,145,133,9650
2017011123,101,94,6918
2017011200,40,40,2900
2017011201,41,39,2040
2017011202,38,33,2171
2017011203,32,28,1431
2017011204,51,51,1621
2017011205,72,71,4166
2017011206,200,200,9033
2017011207,401,375,25227
2017011208,721,678,46375
2017011209,785,738,53327
2017011210,783,712,48779
2017011211,712,660,44865
2017011212,698,648,43454
2017011213,662,610,38659
2017011214,561,514,37511
2017011215,452,419,25460
2017011216,492,455,31584
2017011217,387,351,24302
2017011218,241,219,12403
2017011219,163,146,7000
2017011220,169,163,8474
2017011221,156,140,6471
2017011222,122,113,7568
2017011223,82,73,4843
2017011300,51,51,3975
2017011301,19,16,762
2017011302,17,18,617
2017011303,19,16,1035
2017011304,28,27,1159
2017011305,58,56,2741
2017011306,114,114,4479
2017011307,230,228,10783
2017011308,401,374,21404
2017011309,435,399,25110
2017011310,351,325,22644
2017011311,371,341,21956
2017011312,298,267,15111
2017011313,220,216,13417
2017011314,242,234,12609
2017011315,252,230,14370
2017011316,220,201,14143
2017011317,169,153,10207
2017011318,149,139,6513
2017011319,94,89,4305
2017011320,91,90,2942
2017011321,80,72,3354
2017011322,60,60,1480
2017011323,44,38,1632
2017011400,37,37,1824
2017011401,23,19,1111
2017011402,13,13,267
2017011403,15,15,956
2017011404,15,15,421
2017011405,19,18,1089
2017011406,41,40,1547
2017011407,72,66,2705
2017011408,135,133,8300
2017011409,218,205,12939
2017011410,189,178,14222
2017011411,161,151,10803
2017011412,157,149,9270
2017011413,133,127,7857
2017011414,122,111,5067
2017011415,95,85,5685
2017011416,96,90,6208
2017011417,84,79,4708
2017011418,79,76,3290
2017011419,61,57,1293
2017011420,49,43,2024
2017011421,45,43,2007
2017011422,44,43,1249
2017011423,30,27,755
2017011500,18,18,1729
2017011501,10,9,1005
2017011502,9,9,142
2017011503,5,5,258
2017011504,5,4,76
2017011505,13,15,554
2017011506,32,28,1190
2017011507,67,63,2405
2017011508,108,106,6209
2017011509,167,161,9116
2017011510,153,134,9273
2017011511,144,128,9250
2017011512,117,104,5819
2017011513,96,89,6677
2017011514,110,97,5413
2017011515,97,88,5305
2017011516,84,79,4591
2017011517,84,77,3899
2017011518,71,68,2884
2017011519,52,50,2481
2017011520,39,37,1198
2017011521,50,49,2808
2017011522,34,29,986
2017011523,22,22,664
2017011600,10,10,670
2017011601,11,11,289
2017011602,6,5,47
2017011603,5,5,185
2017011604,9,6,160
2017011605,17,17,420
2017011606,32,30,850
2017011607,77,76,3322
2017011608,125,125,7554
2017011609,178,170,9888
2017011610,158,146,9057
2017011611,135,129,8540
2017011612,145,142,7104
2017011613,138,133,7929
2017011614,130,123,6694
2017011615,122,113,6110
2017011616,118,105,7693
2017011617,111,101,5861
