Hour of Day,Users,Sessions,Total Events
2016102508,12,12,1225
2016102509,16,15,1164
2016102510,11,9,220
2016102511,10,9,464
2016102512,7,6,331
2016102513,4,4,185
2016102514,7,7,634
2016102515,13,12,788
2016102516,17,15,656
2016102517,7,6,553
2016102518,7,7,498
2016102519,11,11,399
2016102520,4,4,244
2016102521,2,2,17
2016102522,4,4,132
2016102523,4,2,173
2016102601,1,1,4
2016102602,2,2,6
2016102604,2,2,27
2016102605,4,2,54
2016102606,9,7,357
2016102607,19,18,868
2016102608,46,41,2188
2016102609,33,27,1769
2016102610,24,22,1018
2016102611,21,19,577
2016102612,23,21,1025
2016102613,17,15,869
2016102614,13,13,565
2016102615,33,29,1402
2016102616,35,33,1607
2016102617,27,24,1338
2016102618,16,15,820
2016102619,37,37,466
2016102620,47,45,1036
2016102621,22,21,300
2016102622,12,12,314
2016102623,12,12,73
2016102700,6,6,330
2016102702,1,1,6
2016102703,2,2,12
2016102704,4,4,27
2016102705,6,6,91
2016102706,21,19,364
2016102707,39,38,1338
2016102708,47,43,2243
2016102709,60,57,3093
2016102710,52,51,3857
2016102711,63,57,3926
2016102712,72,65,3497
2016102713,73,72,4715
2016102714,62,51,2350
2016102715,58,56,3391
2016102716,65,63,4192
2016102717,54,54,3183
2016102718,46,43,2728
2016102719,37,35,1640
2016102720,18,17,378
2016102721,16,15,656
2016102722,12,11,200
2016102723,6,6,122
2016102800,11,11,341
2016102801,7,7,160
2016102802,5,4,328
2016102803,2,2,63
2016102804,5,4,348
2016102805,9,9,190
2016102806,15,13,509
2016102807,37,33,1360
2016102808,72,71,3747
2016102809,90,82,6873
2016102810,111,104,6425
2016102811,69,65,3230
2016102812,66,65,3864
2016102813,56,45,3258
2016102814,33,32,1258
2016102815,43,41,2763
2016102816,55,50,3276
2016102817,30,28,1090
2016102818,35,32,2236
2016102819,15,11,539
2016102820,9,9,170
2016102821,7,7,262
2016102822,10,10,302
2016102823,4,2,43
2016102900,2,2,37
2016102901,4,4,101
2016102902,1,1,7
2016102903,2,2,110
2016102904,2,2,7
2016102905,5,5,197
2016102906,7,7,429
2016102907,12,11,350
2016102908,29,29,1502
2016102909,46,44,2600
2016102910,50,47,1772
2016102911,34,34,1584
2016102912,19,19,915
2016102913,24,22,1079
2016102914,12,11,566
2016102915,19,17,1073
2016102916,15,15,1359
2016102917,22,22,1156
2016102918,23,22,1162
2016102919,15,11,370
2016102920,12,11,468
2016102921,10,10,298
2016102922,11,11,494
2016102923,5,5,104
2016103000,6,6,85
2016103001,5,5,133
2016103002,2,2,19
2016103004,4,4,314
2016103005,1,0,10
2016103006,9,9,894
2016103007,19,18,831
2016103008,55,51,2867
2016103009,72,72,4457
2016103010,74,69,4254
2016103011,93,88,5619
2016103012,94,85,5022
2016103013,89,86,4250
2016103014,123,118,6218
2016103015,261,246,16392
2016103016,321,290,18041
2016103017,261,236,12147
2016103018,177,158,10023
2016103019,125,123,7394
2016103020,95,89,4592
2016103021,83,77,3379
2016103022,55,50,2254
2016103023,30,30,1482
2016103100,21,22,219
2016103101,6,6,206
2016103102,15,15,446
2016103103,6,5,139
2016103104,5,5,60
2016103105,13,13,336
2016103106,34,34,1582
2016103107,65,61,2302
2016103108,108,107,6371
2016103109,107,93,6728
2016103110,83,78,3897
2016103111,94,90,4760
2016103112,58,55,4357
2016103113,66,61,3214
2016103114,45,41,2378
2016103115,55,54,2243
2016103116,61,57,3214
2016103117,57,56,2964
2016103118,47,46,2930
2016103119,27,24,1320
2016103120,28,24,1280
2016103121,32,32,1164
2016103122,24,22,1706
2016103123,26,26,1077
2016110100,10,10,424
2016110101,6,6,133
2016110102,4,4,216
2016110103,7,7,209
2016110104,7,7,257
2016110105,9,7,320
2016110106,32,30,1955
2016110107,63,60,2762
2016110108,106,100,6102
2016110109,138,125,7125
2016110110,104,91,5090
2016110111,69,62,2934
2016110112,57,58,3033
2016110113,54,49,2880
2016110114,55,51,1890
2016110115,57,52,2170
2016110116,43,38,1606
2016110117,37,39,2563
2016110118,35,29,1097
2016110119,17,16,526
2016110120,7,7,68
2016110121,26,26,894
2016110122,16,15,1154
2016110123,6,6,269
2016110200,9,10,295
2016110201,2,2,74
2016110202,1,1,2
2016110204,2,2,28
2016110205,5,5,55
2016110206,11,12,242
2016110207,32,30,1027
2016110208,41,41,1263
2016110209,45,41,3309
2016110210,34,32,1801
2016110211,30,29,2015
2016110212,39,37,2140
2016110213,32,33,1733
2016110214,28,27,764
2016110215,32,27,1442
2016110216,35,33,1347
2016110217,38,37,1531
2016110218,16,13,598
2016110219,13,12,451
2016110220,13,15,413
2016110221,16,15,308
2016110222,7,7,174
2016110223,5,5,38
2016110300,6,6,553
2016110301,4,4,323
2016110302,2,2,82
2016110303,4,4,45
2016110304,1,1,4
2016110305,5,5,23
2016110306,7,7,320
2016110307,23,23,818
2016110308,38,37,1856
2016110309,32,30,1583
2016110310,39,35,1609
2016110311,37,34,1456
2016110312,24,26,605
2016110313,29,27,1077
2016110314,23,19,665
2016110315,24,24,916
2016110316,32,26,1375
2016110317,29,28,1297
2016110318,16,15,274
2016110319,5,5,68
2016110320,13,13,391
2016110321,9,7,336
2016110322,6,6,350
2016110323,2,0,80
2016110400,4,4,24
2016110401,4,4,40
2016110404,1,1,207
2016110405,5,5,28
2016110406,7,7,811
2016110407,16,15,319
2016110408,30,28,1857
2016110409,35,34,1867
2016110410,26,24,1083
2016110411,24,21,1224
2016110412,23,22,1092
2016110413,22,19,1150
2016110414,24,24,784
2016110415,29,26,1303
2016110416,19,17,1862
2016110417,23,23,1174
2016110418,15,15,1042
2016110419,15,15,436
2016110420,13,13,514
2016110421,6,6,256
2016110422,9,7,268
2016110423,10,9,160
2016110500,4,4,29
2016110501,2,2,77
2016110502,1,1,41
2016110503,4,4,39
2016110504,1,1,13
2016110505,2,2,16
2016110506,1,1,63
2016110507,12,12,435
2016110508,18,15,834
2016110509,24,23,1355
2016110510,24,24,1567
2016110511,15,13,1098
2016110512,13,10,435
2016110513,12,12,855
2016110514,16,13,770
2016110515,12,11,683
2016110516,18,17,766
2016110517,21,16,901
2016110518,11,10,502
2016110519,11,10,326
2016110520,7,7,264
2016110521,10,10,569
2016110522,6,6,381
2016110523,6,6,167
2016110600,5,5,228
2016110601,6,5,157
2016110602,1,1,28
2016110604,2,2,228
2016110605,6,6,325
2016110606,5,4,163
2016110607,17,16,764
2016110608,19,19,904
2016110609,22,19,884
2016110610,22,22,1293
2016110611,22,22,1075
2016110612,19,18,457
2016110613,13,13,447
2016110614,15,15,552
2016110615,18,17,1329
2016110616,21,19,884
2016110617,10,7,258
2016110618,10,10,245
2016110619,6,6,168
2016110620,5,5,297
2016110621,4,5,153
2016110622,6,6,245
2016110623,5,6,93
2016110700,2,2,9
2016110704,1,1,7
2016110705,4,4,55
2016110706,9,7,385
2016110707,26,24,1137
2016110708,32,30,1426
2016110709,43,41,2101
2016110710,23,21,1118
2016110711,24,24,972
2016110712,21,19,801
2016110713,22,22,634
2016110714,22,22,834
2016110715,21,21,709
2016110716,24,22,1059
2016110717,28,26,1130
2016110718,12,11,616
2016110719,10,10,196
2016110720,7,6,275
2016110721,11,11,239
2016110722,2,2,5
2016110723,5,5,18
2016110801,2,2,17
2016110803,1,1,18
2016110804,1,1,2
2016110805,6,6,58
2016110806,5,5,93
2016110807,22,21,490
2016110808,29,29,1853
2016110809,30,30,817
2016110810,28,26,762
2016110811,28,26,1061
2016110812,24,24,789
2016110813,17,15,396
2016110814,16,15,632
2016110815,13,13,350
2016110816,27,28,852
2016110817,27,24,1062
2016110818,9,9,188
2016110819,10,10,627
2016110820,2,2,58
2016110821,4,4,74
2016110822,10,9,218
2016110823,1,1,22
2016110901,1,1,7
2016110902,1,1,2
2016110904,4,4,54
2016110905,2,2,11
2016110906,4,4,43
2016110907,17,16,252
2016110908,34,33,938
2016110909,18,17,585
2016110910,22,22,510
2016110911,16,13,402
2016110912,22,22,483
2016110913,28,26,1482
2016110914,18,17,552
2016110915,21,21,622
2016110916,22,21,687
2016110917,17,17,613
2016110918,12,12,311
2016110919,9,7,149
2016110920,11,11,595
2016110921,6,6,474
2016110922,5,5,13
2016110923,4,4,155
2016111000,4,4,21
2016111004,2,2,247
2016111005,4,2,123
2016111006,5,4,230
2016111007,23,22,1410
2016111008,29,24,1614
2016111009,19,18,1013
2016111010,23,21,1331
2016111011,16,16,511
2016111012,16,17,927
2016111013,15,15,628
2016111014,15,16,859
2016111015,17,16,742
2016111016,15,13,582
2016111017,24,26,1040
2016111018,11,10,261
2016111019,9,9,396
2016111020,5,5,65
2016111021,5,5,85
2016111022,7,7,100
2016111023,9,7,116
2016111100,2,2,7
2016111102,1,1,4
2016111103,1,1,116
2016111105,4,4,29
2016111106,5,4,61
2016111107,13,13,678
2016111108,13,12,571
2016111109,19,19,655
2016111110,21,21,725
2016111111,21,21,1572
2016111112,16,13,746
2016111113,13,11,442
2016111114,17,17,944
2016111115,13,13,353
2016111116,18,18,538
2016111117,17,17,823
2016111118,9,9,397
2016111119,5,5,135
2016111120,5,5,130
2016111121,10,10,287
2016111122,4,4,30
2016111123,7,7,57
2016111200,2,2,37
2016111203,1,1,2
2016111204,1,1,32
2016111205,2,2,11
2016111206,6,6,151
2016111207,12,12,578
2016111208,21,21,1028
2016111209,15,15,446
2016111210,18,18,715
2016111211,15,13,364
2016111212,4,4,71
2016111213,11,11,1024
2016111214,12,11,236
2016111215,10,9,1010
2016111216,16,15,633
2016111217,13,13,508
2016111218,10,7,374
2016111219,10,7,321
2016111220,17,16,559
2016111221,5,2,454
2016111222,10,9,158
2016111223,4,4,30
2016111301,1,1,26
2016111303,1,1,4
2016111304,1,1,1
2016111305,2,2,24
2016111306,1,1,19
2016111307,10,10,169
2016111308,17,17,1035
2016111309,15,15,833
2016111310,17,16,234
2016111311,12,11,475
2016111312,7,7,108
2016111313,7,7,168
2016111314,12,11,334
2016111315,23,22,553
2016111316,15,15,765
2016111317,13,13,313
2016111318,7,7,365
2016111319,13,11,298
2016111320,11,11,195
2016111321,7,6,592
2016111322,9,9,283
2016111323,5,5,43
2016111400,2,2,11
2016111402,1,1,4
2016111403,4,4,71
2016111404,1,1,57
2016111405,4,4,57
2016111406,6,4,313
2016111407,22,21,939
2016111408,33,29,1325
2016111409,37,34,3444
2016111410,37,32,1256
2016111411,32,30,1417
2016111412,18,16,810
2016111413,13,13,592
2016111414,22,21,1005
2016111415,22,17,514
2016111416,23,21,1438
2016111417,37,38,1769
2016111418,16,13,186
2016111419,11,11,407
2016111420,6,6,223
2016111421,12,12,531
2016111422,9,9,251
2016111423,7,6,706
2016111500,1,1,1
2016111501,1,1,29
2016111502,1,1,4
2016111504,4,4,123
2016111505,10,10,142
2016111506,10,7,269
2016111507,19,19,1001
2016111508,54,52,3251
2016111509,52,44,2389
2016111510,44,41,2009
2016111511,38,38,2571
2016111512,22,19,626
2016111513,35,33,1567
2016111514,43,37,2813
2016111515,57,54,2694
2016111516,56,54,3438
2016111517,72,68,2836
2016111518,23,19,992
2016111519,19,17,582
2016111520,12,11,421
2016111521,15,15,525
2016111522,13,13,654
2016111523,10,7,529
2016111600,12,12,599
2016111601,6,6,261
2016111602,2,2,10
2016111603,7,6,246
2016111604,5,5,452
2016111605,6,6,125
2016111606,15,15,773
2016111607,52,50,3393
2016111608,102,96,5987
2016111609,121,118,8390
2016111610,122,117,6226
2016111611,88,82,4792
2016111612,82,76,3952
2016111613,76,67,4766
2016111614,78,76,5095
2016111615,76,72,4936
2016111616,76,71,4659
2016111617,57,54,2640
2016111618,26,23,1161
2016111619,27,26,1096
2016111620,15,13,469
2016111621,12,11,543
2016111622,18,18,1226
2016111623,17,15,801
2016111700,5,5,101
2016111701,2,2,37
2016111703,1,1,1
2016111704,4,4,371
2016111705,11,10,507
2016111706,18,17,1226
2016111707,50,50,2057
2016111708,73,63,4866
2016111709,79,77,4664
2016111710,66,57,4071
2016111711,63,57,4446
2016111712,58,54,3665
2016111713,41,38,3069
2016111714,35,35,2354
2016111715,47,45,2014
2016111716,54,50,2342
2016111717,41,40,2889
2016111718,38,34,1554
2016111719,26,22,1319
2016111720,12,11,434
2016111721,12,13,320
2016111722,13,13,805
2016111723,15,13,585
2016111800,11,11,191
2016111801,1,1,211
2016111804,1,1,9
2016111805,11,11,414
2016111806,17,15,555
2016111807,43,40,2011
2016111808,62,58,3089
2016111809,71,66,3802
2016111810,49,41,2956
2016111811,49,44,2466
2016111812,51,51,2459
2016111813,33,30,2276
2016111814,35,34,1614
2016111815,45,43,2878
2016111816,30,26,1858
2016111817,29,30,1758
2016111818,30,29,1421
2016111819,12,10,838
2016111820,11,11,342
2016111821,18,18,748
2016111822,6,6,280
2016111823,11,11,1069
2016111900,9,9,330
2016111901,4,4,44
2016111902,1,1,21
2016111903,1,1,24
2016111904,5,5,175
2016111905,9,10,207
2016111906,15,13,716
2016111907,45,44,2513
2016111908,94,84,5439
2016111909,114,104,8444
2016111910,97,91,7170
2016111911,134,128,8467
2016111912,127,118,8224
2016111913,108,100,6548
2016111914,142,136,8869
2016111915,138,130,8337
2016111916,146,145,10928
2016111917,173,160,11323
2016111918,123,108,5814
2016111919,86,80,4522
2016111920,71,65,3236
2016111921,73,69,4802
2016111922,74,71,2993
2016111923,41,39,2443
2016112000,29,29,744
2016112001,11,12,438
2016112002,11,10,514
2016112003,7,6,153
2016112004,11,11,653
2016112005,15,15,655
2016112006,38,38,1964
2016112007,91,89,5309
2016112008,157,153,10142
2016112009,224,208,12114
2016112010,233,227,11378
2016112011,217,191,12796
2016112012,164,138,7236
2016112013,121,104,5935
2016112014,112,102,7035
2016112015,134,125,6778
2016112016,106,104,4787
2016112017,105,97,3899
2016112018,69,65,2641
2016112019,54,50,2499
2016112020,45,44,1321
2016112021,41,41,1470
2016112022,46,43,1363
2016112023,24,23,1131
2016112100,19,19,800
2016112101,5,2,285
2016112102,11,11,423
2016112103,13,11,583
2016112104,10,9,313
2016112105,16,16,631
2016112106,34,32,1884
2016112107,84,78,3835
2016112108,147,141,8336
2016112109,155,152,10524
2016112110,127,112,8390
2016112111,97,94,4691
2016112112,69,66,4774
2016112113,80,76,4609
2016112114,67,62,4871
2016112115,63,63,2718
2016112116,69,66,4008
2016112117,56,52,2820
2016112118,45,41,1190
2016112119,23,19,648
2016112120,22,21,703
2016112121,29,29,986
2016112122,21,17,705
2016112123,7,7,118
2016112200,6,6,488
2016112201,4,4,228
2016112202,4,2,184
2016112203,9,7,669
2016112204,5,5,129
2016112205,15,15,547
2016112206,18,16,1249
2016112207,51,49,2028
2016112208,76,69,4973
2016112209,97,91,5829
2016112210,83,74,4875
2016112211,62,58,3343
2016112212,68,61,3864
2016112213,52,47,2472
2016112214,67,63,3665
2016112215,62,57,3150
2016112216,93,93,5429
2016112217,74,72,4002
2016112218,69,65,3506
2016112219,46,44,2047
2016112220,55,54,2612
2016112221,44,43,1785
2016112222,50,46,1986
2016112223,34,28,2277
2016112300,35,37,2320
2016112301,24,23,1587
2016112302,17,15,1832
2016112303,16,16,1053
2016112304,11,9,414
2016112305,28,28,1230
2016112306,62,55,3664
2016112307,124,121,6077
2016112308,194,181,13462
2016112309,230,214,15120
2016112310,261,245,15785
2016112311,218,195,11490
2016112312,178,162,9267
2016112313,163,151,8963
2016112314,123,119,8158
2016112315,107,97,6017
2016112316,112,102,4653
2016112317,96,88,4567
2016112318,65,61,3338
2016112319,50,47,2612
2016112320,47,46,1280
2016112321,43,39,2123
2016112322,34,33,1516
2016112323,37,37,1728
2016112400,22,22,1163
2016112401,9,7,347
2016112402,5,4,511
2016112403,2,2,314
2016112404,4,4,314
2016112405,15,15,230
2016112406,19,17,818
2016112407,37,33,1651
2016112408,68,62,3450
2016112409,80,77,4776
2016112410,72,67,3890
2016112411,73,66,3795
2016112412,44,35,2921
2016112413,45,40,3227
2016112414,45,45,1727
2016112415,28,26,1206
2016112416,32,30,1934
2016112417,28,26,1128
2016112418,19,18,328
2016112419,27,26,911
2016112420,21,21,1139
2016112421,34,33,887
2016112422,19,18,308
2016112423,16,15,301
2016112500,9,9,135
2016112501,5,5,54
2016112502,4,4,39
2016112503,2,2,17
2016112504,1,1,15
2016112505,10,10,458
2016112506,15,12,659
2016112507,34,30,1171
2016112508,56,50,2977
2016112509,76,69,3797
2016112510,63,61,3233
2016112511,60,55,3279
2016112512,56,50,3298
2016112513,56,49,2918
2016112514,62,61,2727
2016112515,45,37,2192
2016112516,51,47,2921
2016112517,49,43,2281
2016112518,33,32,1090
2016112519,22,21,944
2016112520,27,26,667
2016112521,21,17,592
2016112522,18,17,334
2016112523,17,17,442
2016112600,15,15,550
2016112601,9,9,245
2016112602,2,2,223
2016112603,2,2,58
2016112604,5,4,213
2016112605,4,4,45
2016112606,7,7,318
2016112607,34,33,1582
2016112608,102,97,6541
2016112609,114,112,7171
2016112610,112,106,6078
2016112611,124,116,7722
2016112612,102,93,7503
2016112613,112,106,6641
2016112614,124,114,7723
2016112615,161,146,9029
2016112616,191,181,13526
2016112617,256,244,16810
2016112618,179,162,10217
2016112619,142,128,7152
2016112620,123,114,7287
2016112621,149,142,9483
2016112622,111,102,5756
2016112623,89,80,5590
2016112700,72,73,3687
2016112701,39,34,1739
2016112702,37,35,1807
2016112703,21,18,877
2016112704,28,27,2134
2016112705,44,41,2030
2016112706,67,63,4561
2016112707,150,146,10087
2016112708,278,261,19292
2016112709,308,283,20108
2016112710,307,279,18516
2016112711,251,230,16567
2016112712,207,184,11128
2016112713,184,168,9686
2016112714,129,114,8170
2016112715,111,100,8031
2016112716,112,102,6934
2016112717,105,97,7237
2016112718,76,71,4075
2016112719,60,54,3211
2016112720,52,50,2069
2016112721,68,67,3200
2016112722,56,54,3314
2016112723,41,35,1924
2016112800,17,17,1187
2016112801,12,12,459
2016112802,12,10,773
2016112803,9,9,269
2016112804,11,12,332
2016112805,19,19,772
2016112806,54,50,1738
2016112807,106,97,5462
2016112808,180,172,13785
2016112809,197,184,13868
2016112810,140,125,10099
2016112811,125,117,8250
2016112812,105,90,6716
2016112813,108,104,6760
2016112814,121,111,7607
2016112815,122,106,7249
2016112816,112,106,6541
2016112817,90,77,5496
2016112818,40,34,1704
2016112819,41,39,1391
2016112820,29,28,1371
2016112821,26,23,1146
2016112822,30,29,1162
2016112823,18,18,1276
2016112900,9,9,567
2016112901,5,5,26
2016112902,2,2,71
2016112903,4,4,17
2016112904,4,4,346
2016112905,12,12,195
2016112906,26,22,1242
2016112907,58,50,2454
2016112908,83,76,4133
2016112909,88,83,5201
2016112910,77,72,3927
2016112911,93,86,6079
2016112912,45,39,2203
2016112913,44,43,2814
2016112914,50,46,2546
2016112915,67,68,3395
2016112916,58,56,3619
2016112917,61,52,2807
2016112918,39,35,1642
2016112919,26,24,813
2016112920,16,16,466
2016112921,17,16,636
2016112922,19,18,907
2016112923,13,13,328
2016113000,6,6,118
2016113001,5,4,317
2016113002,4,4,123
2016113003,1,1,4
2016113004,6,6,425
2016113005,11,11,150
2016113006,18,15,402
2016113007,67,66,2042
2016113008,104,94,6401
2016113009,94,93,6738
2016113010,97,89,6353
2016113011,96,88,5453
2016113012,69,65,4757
2016113013,84,74,5954
2016113014,80,77,3911
2016113015,51,45,2541
2016113016,52,50,3137
2016113017,55,51,2493
2016113018,49,46,1534
2016113019,35,34,1375
2016113020,19,17,1030
2016113021,22,22,1013
2016113022,22,21,1101
2016113023,18,16,585
2016120100,10,10,52
2016120101,1,1,164
2016120102,2,2,15
2016120103,4,4,122
2016120104,2,2,10
2016120105,11,11,247
2016120106,24,21,888
2016120107,49,44,1933
2016120108,79,74,3480
2016120109,93,84,6015
2016120110,78,67,4920
2016120111,76,71,2996
2016120112,82,76,4800
2016120113,82,74,3647
2016120114,65,60,2962
2016120115,54,44,3618
2016120116,63,61,3959
2016120117,43,43,3589
2016120118,28,23,785
2016120119,28,27,615
2016120120,12,12,147
2016120121,17,16,369
2016120122,17,16,717
2016120123,10,10,391
2016120200,10,10,179
2016120202,4,4,188
2016120203,7,6,202
2016120204,4,4,9
2016120205,13,13,212
2016120206,17,12,608
2016120207,35,34,1411
2016120208,56,52,2817
2016120209,66,61,4318
2016120210,46,39,2162
2016120211,67,65,2941
2016120212,43,37,1712
2016120213,47,46,2930
2016120214,51,47,2785
2016120215,54,52,2500
2016120216,56,56,2946
2016120217,47,43,3312
2016120218,26,19,770
2016120219,22,23,670
2016120220,15,15,346
2016120221,11,11,206
2016120222,13,12,680
2016120223,17,17,739
2016120300,12,12,426
2016120301,7,7,436
2016120302,2,2,77
2016120303,4,4,49
2016120304,5,5,38
2016120305,7,7,581
2016120306,11,11,442
2016120307,27,26,915
2016120308,30,28,1767
2016120309,34,34,1656
2016120310,44,44,2365
2016120311,29,30,1292
2016120312,29,27,1316
2016120313,28,26,536
2016120314,34,34,1618
2016120315,24,22,1131
2016120316,10,10,197
2016120317,26,24,1077
2016120318,18,16,824
2016120319,22,22,760
2016120320,19,18,846
2016120321,12,12,184
2016120322,16,15,529
2016120323,9,9,491
2016120400,11,11,387
2016120401,5,4,76
2016120403,1,1,125
2016120405,4,4,80
2016120406,13,13,582
2016120407,19,19,1097
2016120408,33,33,2143
2016120409,56,54,2265
2016120410,45,43,2214
2016120411,43,40,2647
2016120412,41,41,2028
2016120413,38,35,2426
2016120414,44,35,2596
2016120415,34,30,2729
2016120416,34,29,2647
2016120417,47,45,3589
2016120418,21,19,644
2016120419,23,22,992
2016120420,19,19,762
2016120421,13,13,455
2016120422,19,19,1030
2016120423,9,9,497
2016120500,5,6,101
2016120501,5,5,83
2016120502,1,1,2
2016120503,1,1,328
2016120504,6,6,222
2016120505,7,6,82
2016120506,16,16,586
2016120507,40,39,3013
2016120508,68,62,4310
2016120509,86,82,6844
2016120510,77,69,6091
2016120511,91,86,6275
2016120512,76,68,5090
2016120513,66,62,5167
2016120514,62,57,3522
2016120515,82,74,6106
2016120516,73,67,5646
2016120517,61,56,4724
2016120518,29,27,1181
2016120519,21,18,748
2016120520,34,34,2137
2016120521,21,18,1297
2016120522,19,18,1337
2016120523,15,13,866
2016120600,11,11,430
2016120601,4,4,384
2016120602,2,2,77
2016120603,2,2,140
2016120604,5,5,239
2016120605,16,16,603
2016120606,29,28,932
2016120607,45,41,3015
2016120608,142,139,11214
2016120609,133,117,11375
2016120610,106,99,8949
2016120611,94,94,6895
2016120612,93,84,6832
2016120613,78,76,5294
2016120614,91,88,5319
2016120615,102,97,8901
2016120616,110,102,5672
2016120617,114,108,7190
2016120618,77,77,3540
2016120619,54,52,2265
2016120620,43,40,2404
2016120621,38,37,872
2016120622,28,29,1710
2016120623,23,23,1114
2016120700,11,11,102
2016120701,11,11,147
2016120702,11,11,399
2016120703,4,4,150
2016120704,7,7,492
2016120705,13,12,343
2016120706,26,24,1146
2016120707,65,65,2898
2016120708,114,106,7035
2016120709,121,108,7877
2016120710,124,116,7381
2016120711,102,89,6913
2016120712,82,79,5176
2016120713,104,94,7968
2016120714,112,111,9328
2016120715,130,123,7404
2016120716,175,168,12571
2016120717,212,188,14401
2016120718,152,139,9874
2016120719,147,129,7593
2016120720,152,135,9629
2016120721,124,112,8507
2016120722,114,106,9155
2016120723,71,65,4373
2016120800,40,40,2868
2016120801,21,18,526
2016120802,23,23,1346
2016120803,17,17,833
2016120804,26,24,1713
2016120805,44,43,2093
2016120806,97,94,4490
2016120807,194,179,10110
2016120808,318,301,25037
2016120809,353,324,28038
2016120810,308,285,21922
2016120811,251,228,17888
2016120812,220,186,15170
2016120813,213,196,14871
2016120814,200,172,15475
2016120815,234,217,17632
2016120816,212,173,19061
2016120817,175,158,11057
2016120818,86,80,4104
2016120819,79,76,3545
2016120820,49,47,2417
2016120821,66,63,2500
2016120822,65,60,3269
2016120823,51,44,3338
2016120900,26,26,1192
2016120901,15,13,680
2016120902,9,9,374
2016120903,5,4,141
2016120904,11,11,1078
2016120905,19,21,487
2016120906,47,44,3236
2016120907,112,104,5839
2016120908,197,188,12798
2016120909,365,351,18469
2016120910,309,285,14555
2016120911,265,251,13950
2016120912,224,201,12433
2016120913,175,158,10059
2016120914,89,74,3540
2016120915,186,179,12648
2016120916,166,147,12810
2016120917,110,100,6699
2016120918,95,88,4356
2016120919,61,56,2651
2016120920,50,49,2404
2016120921,38,35,1648
2016120922,33,30,954
2016120923,28,27,1366
2016121000,28,28,1413
2016121001,24,23,1409
2016121002,4,1,54
2016121003,13,13,463
2016121004,10,10,470
2016121005,33,29,933
2016121006,44,40,1730
2016121007,77,72,4419
2016121008,151,146,9289
2016121009,201,191,13383
2016121010,233,216,13939
2016121011,192,172,12377
2016121012,223,202,14131
2016121013,177,158,10517
2016121014,164,149,10356
2016121015,153,146,9635
2016121016,164,152,9619
2016121017,116,105,7234
2016121018,94,83,4589
2016121019,73,69,3247
2016121020,73,67,2641
2016121021,71,65,2842
2016121022,57,52,1912
2016121023,40,38,1853
2016121100,18,18,816
2016121101,16,15,623
2016121102,13,12,502
2016121103,11,11,290
2016121104,5,5,166
2016121105,18,18,809
2016121106,24,23,782
2016121107,62,55,3340
2016121108,132,124,8830
2016121109,142,134,8768
2016121110,124,119,7246
2016121111,105,90,5474
2016121112,72,65,4368
2016121113,67,61,3831
2016121114,56,58,3169
2016121115,74,72,3354
2016121116,55,54,3199
2016121117,60,60,2836
2016121118,49,47,1666
2016121119,41,40,1907
2016121120,39,35,1555
2016121121,43,41,2468
2016121122,23,22,933
2016121123,12,11,242
2016121200,13,13,167
2016121201,13,12,513
2016121202,7,7,114
2016121203,1,1,2
2016121204,5,5,152
2016121205,15,15,488
2016121206,28,28,1296
2016121207,61,61,2931
2016121208,136,130,8138
2016121209,194,177,12028
2016121210,121,104,9048
2016121211,113,110,5650
2016121212,110,108,6341
2016121213,105,97,6431
2016121214,91,89,5990
2016121215,102,96,5227
2016121216,97,85,6901
2016121217,74,71,4162
2016121218,45,39,958
2016121219,39,37,1726
2016121220,30,28,671
2016121221,35,34,906
2016121222,24,22,637
2016121223,16,15,166
2016121300,13,13,599
2016121301,5,5,339
2016121302,4,4,188
2016121303,4,4,222
2016121304,5,5,228
2016121305,13,13,347
2016121306,23,23,331
2016121307,57,55,2533
2016121308,114,117,6491
2016121309,156,146,10385
2016121310,112,100,6712
2016121311,95,86,4988
2016121312,107,94,6610
2016121313,121,116,7480
2016121314,133,122,6707
2016121315,129,124,7985
2016121316,155,146,7683
2016121317,113,99,4382
2016121318,66,62,3279
2016121319,57,57,2465
2016121320,67,61,3152
2016121321,49,47,2071
2016121322,54,50,2313
2016121323,41,39,1472
2016121400,30,30,1639
2016121401,13,11,397
2016121402,11,11,894
2016121403,12,12,295
2016121404,13,12,396
2016121405,16,16,971
2016121406,50,45,2590
2016121407,97,93,5290
2016121408,195,181,11798
2016121409,195,184,14429
2016121410,181,170,12591
2016121411,178,160,14015
2016121412,172,151,13632
2016121413,167,151,9566
2016121414,183,173,15969
2016121415,224,197,16617
2016121416,262,245,17734
2016121417,200,168,14393
2016121418,113,97,8444
2016121419,91,85,5637
2016121420,84,73,5587
2016121421,69,58,4217
2016121422,49,44,2729
2016121423,51,47,2740
2016121500,37,37,3706
2016121501,17,13,408
2016121502,7,6,720
2016121503,5,5,142
2016121504,12,12,1007
2016121505,32,30,991
2016121506,82,78,4090
2016121507,157,151,10737
2016121508,286,275,21158
2016121509,292,257,22009
2016121510,332,296,25140
2016121511,259,237,15010
2016121512,272,256,16932
2016121513,251,231,16371
2016121514,270,261,15858
2016121515,315,296,18011
2016121516,296,279,18931
2016121517,235,222,14488
2016121518,142,138,6706
2016121519,130,117,4718
2016121520,107,106,3936
2016121521,114,110,5364
2016121522,96,94,6017
2016121523,58,50,4161
2016121600,55,55,2074
2016121601,35,30,1650
2016121602,22,22,700
2016121603,17,13,915
